Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kenya,KEN,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,,,,,,,,,,,5.374137892,2.414196169,7.211360485,10.99121833,14.59017795,17.65985363,29.67009894,31.52412943,21.79559675,27.80117905,21.19139388,19.4091419,18.38926293,23.93555143,29.01887131,31.07496654,39.03981801,42.97032176,44.84826732,44.29507678,44.67989409,42.26018426,52.96425884,54.9839854,32.4799682,32.46695506,32.44375832,38.94868329,35.70268117,34.81815677,33.86570052,35.02020673,26.08860466,26.78892577,40.56532004,74.69666795,65.35010759,61.72816857,36.93998262,40.58306587,41.63163817,43.5640981,34.84823412,39.33576539,15.68251579,27.82089491,25.7645518,25.36191745,26.10841243,23.63553293,
Kenya,KEN,Net official development assistance received (current US$),DT.ODA.ODAT.CD,21110000.61,63229999.54,49119998.93,55590000.15,56709999.08,72129997.25,55409999.85,36709999.08,60709999.08,55810001.37,57349998.47,66849998.47,71860000.61,94970001.22,116580001.8,124819999.7,154600006.1,160759994.5,245610000.6,348339996.3,394790008.5,448149993.9,484600006.1,396100006.1,408429992.7,426660003.7,442959991.5,557219970.7,832030029.3,1059699951,1181290039,916460022,884919982.9,915630004.9,677869995.1,733090026.9,596260009.8,448649993.9,415260009.8,311250000,513919982.9,472410003.7,388220001.2,522900024.4,655929992.7,756570007.3,941650024.4,1329359985,1363400024,1782479980,1631260010,2478820068,2653659912,3306840088,2661030029,2463560059,2188389893,2480219971,2490929932,3250969971,
Kenya,KEN,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,,,,,,,,,,,50000.00075,59999.99866,90000.00358,100000.0015,100000.0015,119999.9973,150000.006,660000.0262,1700000.048,1720000.029,2230000.019,1899999.976,1960000.038,2180000.067,3299999.952,2549999.952,2230000.019,2460000.038,2660000.086,2259999.99,2039999.962,12689999.58,65019996.64,59169998.17,41580001.83,23409999.85,18469999.31,20940000.53,17610000.61,18930000.31,16969999.31,21950000.76,25079999.92,24709999.08,15869999.89,7280000.21,2309999.943,8159999.847,9350000.381,6429999.828,4579999.924,,,7087257.862,,,,3636409.998,325615.1378,44897132.87,
Kenya,KEN,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,6628000,3066000,5891000,14675000,11129000,6617000,13408000,17415000,15929000,21030000,71077000,14105000,84629000,18897000,34498000,33497000,27996000,71083000,132734000,223611000,230340000,172888000,84998000,218759000,88929000,149634000,145485000,72283000,108214000,55083000,141528000,80906000,23642000,74309000,26697000,-20079000,-18430000,92815000,103579000,82869000,132427000,165114000,192884000,384090000,469584000,364536000,334170000,455074000,631196000,1358616000,
Kenya,KEN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,,,,,,,,,,,5471000,11941000,32590000,49774000,62247000,105960000,169511000,201755000,240337000,273693000,308255000,351379000,423577000,506354000,582948000,750865000,931183000,1128299000,973045000,889011000,871482000,783086000,656246000,566289000,501277000,435115000,312445000,213218000,154375000,90768000,47399000,23458000,12834000,5876000,1114000,4000,0,,,,,,,,,,,,,0,
Kenya,KEN,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,479999.9893,6000000,5000000,3000000,3000000,12619999.89,14460000.04,2099999.905,6579999.924,6000000,6000000,10000000,5000000,4000000,11000000,7000000,13000000,12000000,11000000,16000000,39000000,77000000,52000000,76000000,42000000,73000000,29000000,43000000,52000000,59000000,95000000,63000000,56000000,38000000,29000000,36000000,11000000,17000000,29770000.46,38919998.17,45880001.07,43409999.85,102430000.3,111220001.2,140869995.1,153259994.5,282380004.9,325220001.2,439429992.7,590210022,562000000,712090026.9,818260009.8,893630004.9,807369995.1,711729980.5,805719970.7,855409973.1,829229980.5,685359985.4,
Kenya,KEN,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.00075,29999.99933,90000.00358,79999.99821,90000.00358,70000.0003,140000.0006,19999.99955,29999.99933,150000.006,200000.003,2049999.952,2069999.933,
Kenya,KEN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210369297,0.959689491,0.661594548,0.590908488,0.74330346,0.526465206,0.376085212,0.297512299,0.302633432,0.284307333,1.341875025,1.763492112,2.690376513,5.282641919,3.528891396,2.067688619,0.53574257,1.983820618,2.186352633,1.999692345,3.275512111,1.645129589,1.067136399,1.179122237,,,0.494235325,0.489706196
Kenya,KEN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8265220.388,0,12103555.89,9426236.066,11065925.38,6952886.948,9281028.022,7044031.216,15225365.3,15480382.81,22420376.45,21904294.92,10139035.4,7066730.19,5025533.903,9943448.061,11643555.27,16631622.27,17501232.03,9889483.247,23041990.59,32830829.65,19483565.14,53797055.11,55002570.98,32121613.63,41727483.84,59651625.01,91720069.6,65959606.46,68571186.58,71288309.86,63052340.68,
Kenya,KEN,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,,,,,,,,,,,,,,,-17567289.07,-5315225.679,-6282802.852,5495062.363,-833618.4321,-269534.968,73279925.08,52552913.42,18254869.53,11655436.17,34079602.24,-123260.9295,91889803.14,6648973.635,14193728.19,1701959.29,-10382484.53,77723343.39,-166392612.1,182183161.9,1671582690,795673922.6,1520143715,2024767552,2090273869,-126694121.8,129977796.6,178629364.7,-256911749.6,-68905177.71,-233546192.6,242288040,-257949938.1,300514919.7,74460994.82,175442246.7,-736486347.5,-379148704.6,-150429500.3,159614319.4,10632825.54,-1243752467,-177525159.1,-897490495.8,205412801,
Kenya,KEN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,846906750,809714663.8,1112781044,1631824876,1594181556,2344819454,1833987627,1467727796,1197910080,1348214828,1269769466,1454602229,1622596464,1802209939,1963400921,2005344443,1697292653,1594011412,3968362034,4506610818,4810372857,4723908603,5843244997,6992035013,6921397355,3021577321,3215222187,3141579312,3553083383,4334567878,5586540336,6752090872,8368848725,10635556300,9461359994,11442181203,14188725280,15526837454,16089365755,16929077540,14348662810,13439088965,15988325203,16286209414,16553622711,
Kenya,KEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,,,630,,,
Kenya,KEN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,3.171428571,3.457142857,4.577714286,5.504285714,6.864,8.763428571,9.514285714,9.371428571,12.08571429,14.14285714,13.48571429,15.19685714,14.56057143,15.08571429,11.70894737,14.18315789,13.55842105,13.42157895,10.07894737,16.21052632,21.78947368,16.5,19.76315789,21.94818792,22.43113249,21.42390594,23.7084855,24.80540762,20.12137303,21.38276553,22.11104571,19.25547997,19.76284585,23.80777696,14.4170651,34.42517662,27.91857084,27.16973065,29.06200942,29.7904314,29.24921997,27.31310155,33.09677419,27.68086725,34.32655775,33.15480226,36.39528302,33.28754717,31.85709091,30.34709091,43.58206897,34.39270847,38.7662,42.84539138,28.54889828,29.02923966,22.63296897,15.6886569,,
Kenya,KEN,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,8.113035552,9.694323144,9.531635168,10.08583691,8.265027322,8.917197452,8.551483421,8.771929825,38.16212261,37.956642,37.83404863,40.92441844,34.84368701,33.06660231,32.31901677,32.83573867,29.1836123,18.85616449,18.20574318,20.00424493,24.2502083,25.48157724,23.99606551,25.08280138,20.92703202,20.92703202,20.92703202,26.01786032,23.58949124,23.58949125,35.07668408,15.63822779,16.53604822,28.74964312,35.24647076,41.21308561,40.12782789,39.35517856,38.57942699,30.19385296,38.74960066,41.04232721,40.50216955,40.88064588,42.24091753,41.48464417,35.56089306,37.68515297,39.62341431,40.82580137,38.26620546,43.20753819,41.35952026,40.26672178,37.87783069,37.38152807,36.45743843,34.01181004,31.52586489,33.77567655,
Kenya,KEN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038013654,0.118561892,0.733582283,0.215972876,0.116053386,0.231791755,0.343690648,0.706948464,1.104653498,1.137842202,1.354993646,,,0.75047476,,0.53745648,1.581450093,0.382484603,0.337665037,0.423613348,
Kenya,KEN,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,4.767628205,5.630908344,4.273842501,3.428997391,1.929411765,2.188893393,1.365946633,1.371696219,10.53202796,10.00835251,11.1185019,9.520799312,7.965841358,6.743120606,4.793729051,4.07116549,4.023501864,1.402678603,1.64857152,1.944028886,3.035223693,1.829773255,3.688054668,1.606253308,1.58539137,1.585391371,1.58539137,2.856233725,2.899264472,2.899264472,2.277319807,2.384935625,2.813537627,2.041152465,14.02543319,10.71304132,8.456084161,13.05921744,8.211171921,9.379508653,8.262269995,4.477968441,5.37512141,6.348279712,,12.34430135,10.28574497,9.518770639,9.198036393,11.79038268,9.680119069,9.396858282,7.753588919,8.317920487,7.113578844,7.465351848,7.024861385,9.06262396,9.592740746,9.670606256,
Kenya,KEN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,2.322752172,2.655962236,1.750779615,1.58914794,1.237514541,1.628403339,1.615620152,2.258075404,2.37770158,2.299856929,1.999826588,2.26144575,,,2.865020719,1.816893357,1.854280517,2.567821712,2.139775785,1.883023547,1.909272171,1.980000892,2.629223472,2.593970485,2.451926325,2.0832847,2.037919963,2.07194812,2.14000115,1.748279023,1.878353828,1.897676742,1.316319219,1.365157726,1.553450978,,,1.34717582,,1.390381896,1.638021736,1.3210129,1.659220767,1.847656619,
Kenya,KEN,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94,91.94,91.94,91.94,,92.54,92.54,92.54,92.54,95.12,95.12,95.12,95.12,94.48,94.48,94.48,94.48,94.48,,94.66,94.66,
Kenya,KEN,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000,36000000,7000000,,,24000000,40000000,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,56.7,,,,,61,,,,,,
Kenya,KEN,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.434634054,0.451963329,0.458732722,0.453988372,0.437297527,0.409312699,0.425419247,0.431363629,0.426579599,0.411165269,0.385845102,0.40119344,0.406678578,0.402294137,0.388871714,0.367415491,0.382804506,0.389489318,0.386760766,0.374928384,0.354800998,0.368101184,0.373116376,0.369323038,0.357049462,0.337314632,0.34635512,0.348085089,0.342353911,0.329613445,0.310764236,0.319032525,0.320819229,0.316036254,0.304870506,0.287934093,0.299821626,0.304958912,0.303048495,0.294420552,0.279666396,0.289541052,0.293630341,0.291777607,0.284106652,0.270928031,0.282857318,0.288296818,0.287484681,0.281452713,0.27086489,0.288455372,0.301603264,0.309132401,0.310302507,0.30545246,0.323452821,0.337790299,0.347275826,0.350591467,0.347938453
Kenya,KEN,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.767491548,2.689962544,2.612362618,2.537321237,2.468516315,2.407428991,2.338689111,2.279279886,2.228081103,2.18422738,2.147017638,2.106585104,2.074466556,2.047520421,2.022447096,1.997613334,1.963600544,1.932410706,1.906046949,1.887652729,1.878416084,1.869528723,1.867043272,1.869624857,1.876363449,1.886022665,1.888767621,1.896009568,1.901957176,1.899685918,1.886308254,1.853266488,1.817810477,1.779427477,1.737081737,1.691746238,1.637889708,1.579091019,1.528122924,1.501162884,1.504762995,1.524972213,1.570327463,1.630374128,1.691735343,1.746958509,1.802620951,1.855985458,1.905131153,1.948500111,1.985469885,2.013391079,2.037662172,2.06070664,2.085836136,2.115246145,2.148500989,2.186343685,2.228202072,2.273179471,2.32079351
Kenya,KEN,"Population ages 15-64, total",SP.POP.1564.TO,4040358,4120471,4212741,4318187,4437584,4571048,4700785,4848263,5011210,5185965,5370455,5551506,5744156,5948921,6167550,6401011,6630583,6879296,7145608,7427233,7723236,8022149,8337030,8668973,9020690,9393676,9763208,10157806,10576191,11018107,11484516,11960142,12470525,13007867,13558510,14113339,14639592,15150345,15662100,16199711,16774416,17296381,17876186,18494284,19119612,19737943,20361196,20975273,21595659,22251937,22959809,23683271,24468000,25300655,26158516,27030059,27920965,28823865,29745324,30694153,31671946
Kenya,KEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,1889947,1974569,2059636,2144666,2229183,2313252,2404608,2494417,2584707,2678488,2777677,2887311,3002268,3122338,3246498,3374221,3513149,3653699,3797420,3946500,4101970,4267402,4437987,4611757,4785454,4956751,5135688,5309619,5478088,5639987,5793826,5945707,6084214,6212580,6336926,6461495,6599331,6749174,6904237,7054037,7194698,7369774,7525615,7674822,7836437,8019482,8210211,8422829,8646974,8864136,9063632,9256835,9427440,9578684,9717439,9846211,9954772,10052520,10139656,10217272,10288213
Kenya,KEN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,111.4,107.1,103.4,100.1,97.5,95.4,93.6,92,90.3,88.7,87,85.2,83.2,81.3,79.1,76.9,74.6,72.2,69.8,67.5,65.4,63.4,61.5,60,58.7,57.7,57.3,57.2,57.6,58.5,59.6,60.7,61.7,62.2,62.3,61.9,60.8,59.5,58,56.3,54.4,52.4,50.3,48.1,45.9,43.5,41.3,39.5,37.3,36.3,35.5,34.7,34.4,33.7,32.8,31.7,30.9,30.5,29.4,28.5,
Kenya,KEN,Refugee population by country or territory of asylum,SM.POP.REFG,,,,,,,,,,,930,2600,2490,2970,2740,2450,2500,6010,6500,5810,3510,3380,4760,6760,8060,8790,8040,10220,12810,12654,14249,120163,402194,301595,252423,234665,223640,232097,238187,223696,206108,239221,233671,237509,239833,251268,272529,265729,320598,358916,402891,566482,564921,534935,551351,553907,451097,431895,421243,438899,452941
Kenya,KEN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18000031,,,,,,,16.34000015,,,,,,,,,,4.809999943,,,,
Kenya,KEN,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89999962,,,,
Kenya,KEN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.75,,,,,,,77.81999969,,,,,,,,,,69.13999939,,,,
Kenya,KEN,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,46.11559065,,,,,,,,,,,
Kenya,KEN,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26054702,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.48000336,80.48000336,80.62999725,80.47000122,80.86000061,80.45999908,80.40000153,80.23999786,80.23000336,79.55999756,79.31999969,79.01000214,78.90000153,78.61000061,78.41000366,78.44999695,76.54000092,74.91000366,73.08000183,71.18000031,69.19000244,67.36000061,65.58999634,63.90000153,62.20999908,60.61000061,59.45999908,58.34000015,57.22999954,
Kenya,KEN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.97835541,58.15977478,55.49164963,55.61623383,54.17926407,54.7905426,46.7309761,45.46989059,44.17657089,42.96787643,42.23286819,42.81203079,43.28137207,43.66942215,42.57377243,41.69890594,40.98427582,41.61206055,42.35385513,,
Kenya,KEN,UHC service coverage index,SH.UHC.SRVS.CV.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,55,,,
Kenya,KEN,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.4,,,,3.1,,2.9,,,2.4,,2.4,,,2.1,,,2.1,,,1,,,,,,
Kenya,KEN,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,17.9,,,,17.5,,17.1,,,16.4,,18,,,16.5,,,12.7,,,11.2,,,,,,
Kenya,KEN,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,,,,
Kenya,KEN,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,2.35,,,,
Kenya,KEN,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,4,9,13,18,24,31,38,42,45,52,61,69,75,71,74,
Kenya,KEN,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,189.4,181.6,174.7,168.7,163.7,159.7,156.3,153.2,150.1,146.9,143.7,140.3,136.7,133,129.1,125.1,120.9,116.6,112.4,108.3,104.5,100.9,97.7,95,92.8,91.2,90.4,90.3,91.3,93.1,95.6,98.3,101,103.2,104.5,104.7,103.8,102,99.4,96.3,92.7,88.5,84.3,80,75.9,71.4,67.4,63.5,59.3,55.7,53.4,51.6,50.2,48.4,46.9,45.4,43.7,42.4,40.6,39.2,
Kenya,KEN,Number of deaths ages 10-14 years,SH.DTH.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,3531,3810,4080,4340,4557,4763,4922,5032,5098,5105,5042,4943,4817,4720,4659,4651,4691,4779,4900,5042,5178,5336,5495,5655,5784,5889,5948,6001,6000,
Kenya,KEN,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,
Kenya,KEN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.26039886,92.87848663,100,100,97.61831665,,,,,
Kenya,KEN,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09883881,98.59721375,,,97.72515106,,,,,,,,,,,,
Kenya,KEN,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.36473,29.29647,29.36084,26.13435,27.20751,28.32847,30.37735,33.15497,33.44305,,,,,,,,,,,
Kenya,KEN,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,13.31896019,15.09531021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.24432373,78.45523071,79.20054626,,,,
Kenya,KEN,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52008057,98.474823,98.66149139,,98.8065033,98.52108765,,,,,,,,,,,,
Kenya,KEN,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.89009,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.50009918,54.50999832,,,,,,,,,,
Kenya,KEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.671800017,0.693899989,0.712670028,0.73457998,0.783280015,0.812479973,,,,,0.876540005,0.889050007,0.893859982,0.893429995,0.904709995,0.899940014,0.907159984,0.909250021,0.918550014,,,,,,,,,,,0.962199986,0.970409989,0.962180018,0.944649994,0.964600027,0.933830023,0.951699972,0.954370022,0.946319997,0.954289973,0.950529993,,,,,,,,,,,
Kenya,KEN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90716709,,,,,,,,,,1.18825729,,,,,
Kenya,KEN,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,420900000,421900000,461800000,493000000,532000000,578400000,695800100,687800100,808399900,890400000,1074400000,1301600000,1276000000,1776000000,2438000000,2790000000,3510000000,4384002000,5394002000,5939999000,7942001000,8827998000,9259800000,10119600000,11718600000,12333400000,15161000000,18191200000,21579800000,23831600000,27978800000,30442000000,36421400000,49903080000,62593100000,71484340000,72666000000,80044000000,94981200000,1.02E+11,1.09E+11,1.13E+11,1.16E+11,1.26E+11,1.41E+11,1.54E+11,2.12E+11,2.48E+11,2.72E+11,3.05E+11,3.42E+11,3.78E+11,4.31E+11,4.81E+11,5.20E+11,5.59E+11,6.07E+11,6.82E+11,7.47E+11,8.29E+11,
Kenya,KEN,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73457670196,74186732272,73731999880,72418242992,75047441260,79617506374,84293708490,85133683076,88266269801,89935980619,90762548640,94111384788,94807112192,97414399277,1.03E+11,1.10E+11,1.16E+11,1.24E+11,1.25E+11,1.29E+11,1.39E+11,1.49E+11,1.55E+11,1.63E+11,1.71E+11,1.81E+11,1.91E+11,1.99E+11,2.13E+11,2.23E+11,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.470989,1498.023354,1471.639392,1464.965897,1489.243118,1540.713661,1587.053334,1576.527337,1601.281416,1616.519573,1617.534955,1669.329779,1659.382891,1693.256429,1778.543664,1889.787782,2016.604274,2152.221353,2139.158708,2166.326863,2311.976436,2437.880266,2530.344618,2767.396914,3021.427818,3361.977137,3635.276515,4046.234771,4304.771636,4512.981897,4452.206024
Kenya,KEN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,3.25750934,2.534439403,2.356106394,3.382569879,3.300274515,4.180634923,3.693559641,5.030422483,4.644966755,4.054030286,4.141626907,3.868246223,5.759228991,4.184222194,3.907735071,3.248061561,4.117058066,3.887284665,3.912447472,4.18713263,4.960234614,5.197360472,5.37708046,6.76151187,6.327462977,7.283618445,5.481819434,4.725651877,4.529599024,3.259151609,3.293931267,3.117575362,3.710381966,5.072171242,4.119234753,4.031663497,2.941297288,3.57503263,3.630949929,3.684580444,2.93971036,3.172730581,3.076599666,2.894953836,2.907225587,2.958371552,2.866460337,2.406568036,1.316695309,1.030328357,
Kenya,KEN,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802444966.2,753217945.5,294361790.1,1383817160,1522746874,891034638.3,323149577.1,377517049.1,423991489.4,494875117.2,-239536303.3,-585576465.3,-715415889.5,-706627073.8,-213369601.5,235459564,1316780157,1718664838,1438740036,926937755.4,869464067.3,889243396.7,877796710.9,-411706448.3,-972852571,-356142213,362150643.9,-2926087772,-3537758344,-4706664812,
Kenya,KEN,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,50534.38542,32260.57887,29742.78925,55746.70593,64194.41653,28554.15543,0,0,0,4138.104793,9724.316317,1515.093233,1024.916643,4547.946108,21272.37927,11499.90153,74079.46918,446735.4952,94383.94397,62177.82833,125614.876,25756.91437,8155.196163,59479.39292,534008.8916,179183.4937,815435.4841,753199.6892,543185.4504,906234.0017,1872109.142,2162105.432,3729344.804,1384219.986,493447.8713,866378.7265,1691455.605,13377615.53,1889596.134,7143676.725,21523345.38,25820076.38,54034773.21,20908583.11,1626477.024,821922.8831,1261603.801,3214409.321,3281287.323,0,
